期別,開獎日期,號碼1,號碼2,號碼3,號碼4,號碼5,號碼6,特別號
107000079,2018-09-18,11,23,34,36,41,45,43
107000080,2018-09-21,3,5,10,11,29,45,25
107000081,2018-09-25,19,25,27,39,40,46,6
107000082,2018-09-28,1,2,7,20,27,37,19
107000083,2018-10-02,2,8,16,33,42,47,14
107000084,2018-10-05,3,9,10,42,44,47,5
107000085,2018-10-09,8,13,16,23,35,41,21
107000086,2018-10-12,4,6,7,12,20,21,29
107000087,2018-10-16,1,24,39,40,46,49,33
107000088,2018-10-19,7,18,20,32,42,49,24
107000089,2018-10-23,6,9,13,20,42,43,21
107000090,2018-10-26,8,10,23,33,41,46,48
107000091,2018-10-30,3,9,28,32,39,47,7
107000092,2018-11-02,5,16,18,32,41,47,2
107000093,2018-11-06,2,5,26,29,38,39,7
107000094,2018-11-09,4,12,14,15,22,48,28
107000095,2018-11-13,7,21,35,36,42,43,10
107000096,2018-11-16,7,11,23,30,38,49,45
107000097,2018-11-20,4,31,34,36,40,44,20
107000098,2018-11-23,7,20,21,34,37,43,5
107000099,2018-11-27,27,33,36,41,43,44,31
107000100,2018-11-30,5,14,20,27,29,45,7
107000101,2018-12-04,3,6,12,16,17,20,14
107000102,2018-12-07,11,20,29,33,34,36,18
107000103,2018-12-11,7,12,15,21,27,47,48
107000104,2018-12-14,6,9,14,19,38,49,20
107000105,2018-12-18,5,8,11,15,33,37,3
107000106,2018-12-21,5,19,21,34,41,49,42
107000107,2018-12-25,7,26,27,28,30,32,44
107000108,2018-12-28,7,11,19,23,35,44,33
108000001,2019-01-01,18,23,24,25,39,42,48
108000002,2019-01-04,6,7,8,20,47,48,30
108000003,2019-01-08,4,19,21,28,39,43,18
108000004,2019-01-11,13,20,22,31,34,42,9
108000005,2019-01-15,12,20,30,38,40,41,10
108000006,2019-01-18,4,5,10,30,39,45,14
108000007,2019-01-22,2,20,36,37,42,46,29
108000008,2019-01-25,3,10,14,15,20,45,2
108000009,2019-01-29,14,20,24,30,44,48,31
108000010,2019-02-01,10,17,20,21,32,41,34
108000011,2019-02-02,2,7,22,35,46,49,41
108000012,2019-02-03,12,24,28,36,37,40,6
108000013,2019-02-04,6,8,24,32,34,36,49
108000014,2019-02-05,13,18,30,34,45,49,33
108000015,2019-02-06,17,23,28,29,32,39,12
108000016,2019-02-07,7,21,29,33,40,41,8
108000017,2019-02-08,8,13,14,32,36,42,5
108000018,2019-02-09,6,8,18,19,20,30,22
108000019,2019-02-10,5,8,14,19,22,47,24
108000020,2019-02-12,11,16,19,29,30,45,1
108000021,2019-02-15,1,3,40,44,46,48,2
108000022,2019-02-19,1,3,4,24,32,43,37
108000023,2019-02-22,6,20,22,43,45,48,11
108000024,2019-02-26,6,17,22,34,38,42,20
108000025,2019-03-01,1,8,14,27,40,45,34
108000026,2019-03-05,12,13,16,21,42,43,39
108000027,2019-03-08,3,11,15,25,31,48,36
108000028,2019-03-12,5,7,22,37,40,45,12
108000029,2019-03-15,5,10,12,20,28,36,15
108000030,2019-03-19,7,16,17,36,47,48,49
108000031,2019-03-22,1,12,16,37,41,47,36
108000032,2019-03-26,6,13,14,19,24,38,26
108000033,2019-03-29,1,3,12,16,29,49,4
108000034,2019-04-02,5,28,38,40,41,47,25
108000035,2019-04-05,11,28,29,38,43,49,22
108000036,2019-04-09,10,36,37,44,45,46,48
108000037,2019-04-12,12,26,32,34,45,46,14
108000038,2019-04-16,1,14,23,36,39,41,4
108000039,2019-04-19,4,11,24,29,32,45,49
108000040,2019-04-23,8,14,16,18,30,35,36
108000041,2019-04-26,8,24,29,37,44,48,6
108000042,2019-04-30,1,4,19,24,47,49,36
108000043,2019-05-03,6,7,19,31,32,40,15
108000044,2019-05-07,2,14,23,29,35,43,22
108000045,2019-05-10,11,17,27,31,33,37,12
108000046,2019-05-14,9,15,27,28,40,43,45
108000047,2019-05-17,2,7,12,21,23,45,10
108000048,2019-05-21,7,10,18,32,41,46,42
108000049,2019-05-24,12,13,19,21,29,39,41
108000050,2019-05-28,3,11,22,36,38,40,7
108000051,2019-05-31,8,15,21,31,36,46,18
108000052,2019-06-04,5,6,19,23,43,48,7
108000053,2019-06-07,18,22,26,27,30,38,45
108000054,2019-06-11,6,31,32,39,40,42,28
108000055,2019-06-14,6,10,12,22,24,37,3
108000056,2019-06-18,5,16,27,29,33,45,28
108000057,2019-06-21,7,12,26,30,31,32,13
108000058,2019-06-25,8,20,31,36,38,45,33
108000059,2019-06-28,9,13,15,26,31,33,10
108000060,2019-07-02,2,4,11,33,39,42,19
108000061,2019-07-05,11,17,32,33,38,46,15
108000062,2019-07-09,11,17,20,34,37,41,6
108000063,2019-07-12,12,14,18,19,37,47,30
108000064,2019-07-16,15,30,31,37,39,48,8
108000065,2019-07-19,12,17,26,33,35,39,10
108000066,2019-07-23,12,14,35,37,42,47,6
108000067,2019-07-26,4,11,36,40,41,48,49
108000068,2019-07-30,4,12,21,24,33,35,42
108000069,2019-08-02,5,34,42,46,48,49,14
108000070,2019-08-06,1,10,20,37,38,49,31
108000071,2019-08-09,4,13,18,26,41,48,33
108000072,2019-08-13,5,21,25,32,36,41,33
108000073,2019-08-16,7,8,31,33,41,45,39
108000074,2019-08-20,1,16,19,27,35,42,41
108000075,2019-08-23,5,17,19,21,42,43,16
108000076,2019-08-27,1,4,8,10,45,47,41
108000077,2019-08-30,6,26,35,42,44,48,7
108000078,2019-09-03,11,13,25,32,33,48,31
108000079,2019-09-06,2,14,19,20,26,43,23
108000080,2019-09-10,3,12,17,20,29,38,47
108000081,2019-09-13,2,7,15,27,37,39,43
108000082,2019-09-17,12,18,29,40,41,48,24
108000083,2019-09-20,8,17,23,24,31,34,25
108000084,2019-09-24,2,16,18,20,22,39,21
108000085,2019-09-27,10,21,25,26,35,37,4
108000086,2019-10-01,2,9,12,15,20,49,40
108000087,2019-10-04,10,21,23,33,42,48,41
108000088,2019-10-08,7,13,18,21,26,34,8
108000089,2019-10-11,7,12,17,21,30,37,49
108000090,2019-10-15,13,21,28,35,37,38,33
108000091,2019-10-18,3,23,32,36,39,40,49
108000092,2019-10-22,6,17,22,23,32,42,13
108000093,2019-10-25,3,8,14,16,26,36,41
108000094,2019-10-29,3,10,12,22,36,41,18
108000095,2019-11-01,12,15,23,33,41,42,11
108000096,2019-11-05,9,13,22,37,40,42,26
108000097,2019-11-08,1,3,9,26,40,47,15
108000098,2019-11-12,1,19,25,27,31,40,12
108000099,2019-11-15,3,6,11,16,26,44,31
108000100,2019-11-19,5,15,30,35,38,47,18
108000101,2019-11-22,3,18,23,24,26,49,32
108000102,2019-11-26,8,10,15,19,36,45,37
108000103,2019-11-29,10,21,24,30,35,45,22
108000104,2019-12-03,5,9,11,15,36,45,27
108000105,2019-12-06,16,18,22,23,24,41,39
108000106,2019-12-10,3,8,18,19,41,48,36
108000107,2019-12-13,7,12,26,31,37,49,17
108000108,2019-12-17,9,21,27,31,38,49,3
108000109,2019-12-20,16,21,22,28,32,46,24
108000110,2019-12-24,9,18,31,45,48,49,22
108000111,2019-12-27,17,18,25,32,43,45,5
108000112,2019-12-31,10,14,26,38,39,47,8
109000001,2020-01-03,16,18,19,29,30,47,10
109000002,2020-01-07,1,5,8,15,16,38,7
109000003,2020-01-10,4,7,12,17,33,38,11
109000004,2020-01-14,7,20,34,37,38,47,18
109000005,2020-01-17,7,9,20,42,44,45,8
109000006,2020-01-21,17,22,30,38,44,48,36
109000007,2020-01-23,13,18,23,30,44,48,37
109000008,2020-01-24,7,13,18,21,38,44,3
109000009,2020-01-25,5,13,16,31,41,45,9
109000010,2020-01-26,3,28,29,35,41,47,48
109000011,2020-01-27,9,12,23,33,39,45,24
109000012,2020-01-28,2,3,13,20,28,38,40
109000013,2020-01-29,1,4,9,14,15,49,32
109000014,2020-01-30,6,24,35,41,46,49,9
109000015,2020-01-31,14,16,19,28,32,49,1
109000016,2020-02-01,2,10,12,20,26,34,28
109000017,2020-02-02,3,16,17,30,33,37,29
109000018,2020-02-04,3,23,27,28,37,48,8
109000019,2020-02-07,5,15,19,22,30,42,31
109000020,2020-02-11,9,22,23,37,43,46,38
109000021,2020-02-14,7,13,23,33,35,36,9
109000022,2020-02-18,4,13,31,35,37,42,49
109000023,2020-02-21,13,15,27,34,35,39,31
109000024,2020-02-25,1,2,8,44,47,48,9
109000025,2020-02-28,2,9,18,27,46,48,25
109000026,2020-03-03,8,10,11,17,28,42,40
109000027,2020-03-06,8,12,13,15,16,30,45
109000028,2020-03-10,1,4,12,25,34,37,42
109000029,2020-03-13,14,22,32,33,34,49,31
109000030,2020-03-17,10,17,28,29,43,47,4
109000031,2020-03-20,1,8,13,43,46,48,29
109000032,2020-03-24,10,12,16,29,41,45,1
109000033,2020-03-27,2,8,10,16,23,49,41
109000034,2020-03-31,6,21,26,34,36,49,23
109000035,2020-04-03,2,17,32,43,45,47,34
109000036,2020-04-07,4,7,12,18,27,44,23
109000037,2020-04-10,13,33,41,47,48,49,1
109000038,2020-04-14,17,19,21,26,33,45,12
109000039,2020-04-17,1,21,31,33,42,44,22
109000040,2020-04-21,1,2,29,33,45,47,39
109000041,2020-04-24,7,10,14,15,17,39,45
109000042,2020-04-28,16,29,36,39,43,48,42
109000043,2020-05-01,5,18,25,34,48,49,45
109000044,2020-05-05,17,19,24,36,43,49,26
109000045,2020-05-08,8,9,10,24,27,31,33
109000046,2020-05-12,1,5,8,11,35,36,26
109000047,2020-05-15,6,11,31,40,42,45,43
109000048,2020-05-19,27,32,33,40,43,44,37
109000049,2020-05-22,3,7,10,13,39,46,29
109000050,2020-05-26,1,5,25,29,33,38,19
109000051,2020-05-29,31,35,39,40,45,49,41
109000052,2020-06-02,1,6,22,25,33,48,19
109000053,2020-06-05,3,5,8,24,26,49,19
109000054,2020-06-09,8,17,28,35,36,47,41
109000055,2020-06-12,1,6,28,30,33,48,27
109000056,2020-06-16,6,13,20,23,29,46,42
109000057,2020-06-19,1,15,16,25,43,46,6
109000058,2020-06-23,1,2,16,22,27,45,13
109000059,2020-06-26,10,12,16,37,40,41,5
109000060,2020-06-30,26,29,31,43,46,49,6
109000061,2020-07-03,13,19,20,24,40,45,33
109000062,2020-07-07,4,17,22,34,44,46,13
109000063,2020-07-10,4,5,22,27,46,49,41
109000064,2020-07-14,4,10,24,29,32,49,43
109000065,2020-07-17,5,6,15,25,30,41,29
109000066,2020-07-21,3,16,25,31,33,36,14
109000067,2020-07-24,2,20,21,24,35,37,9
109000068,2020-07-28,8,10,22,23,29,35,2
109000069,2020-07-31,16,17,18,19,33,45,25
109000070,2020-08-04,1,5,11,19,31,33,6
109000071,2020-08-07,6,9,19,40,44,45,1
109000072,2020-08-11,8,12,40,42,44,47,5
109000073,2020-08-14,16,20,24,25,31,33,37
109000074,2020-08-18,4,22,30,43,45,47,15
109000075,2020-08-21,5,14,40,44,45,46,32
109000076,2020-08-25,2,23,28,35,46,48,33
109000077,2020-08-28,13,14,19,22,23,36,24
109000078,2020-09-01,1,2,6,8,38,43,24
109000079,2020-09-04,2,9,11,13,39,43,35
109000080,2020-09-08,1,2,9,20,26,48,36
109000081,2020-09-11,1,26,29,39,48,49,9
109000082,2020-09-15,7,16,29,32,37,48,21
109000083,2020-09-18,3,29,30,32,43,44,35
109000084,2020-09-22,3,4,5,8,24,29,7
109000085,2020-09-25,10,31,35,36,39,48,27
109000086,2020-09-29,1,7,8,33,42,47,31
109000087,2020-10-02,11,15,16,18,24,26,46
109000088,2020-10-06,4,5,22,23,34,40,37
109000089,2020-10-09,2,7,19,25,42,47,6
109000090,2020-10-13,1,3,15,27,39,41,20
109000091,2020-10-16,7,25,28,33,44,47,19
109000092,2020-10-20,5,17,18,28,30,39,13
109000093,2020-10-23,3,9,20,25,26,35,39
109000094,2020-10-27,2,9,19,28,30,32,35
109000095,2020-10-30,6,10,13,19,40,45,7
109000096,2020-11-03,6,11,15,30,32,44,29
109000097,2020-11-06,5,9,25,39,44,46,2
109000098,2020-11-10,5,17,19,21,28,29,43
109000099,2020-11-13,7,9,12,15,25,29,47
109000100,2020-11-17,6,14,18,20,38,41,29
109000101,2020-11-20,16,27,29,35,37,48,31
109000102,2020-11-24,5,29,36,38,44,45,23
109000103,2020-11-27,1,19,26,30,35,48,11
109000104,2020-12-01,4,22,29,37,44,49,30
109000105,2020-12-04,2,13,27,30,41,44,40
109000106,2020-12-08,2,4,10,15,31,45,17
109000107,2020-12-11,8,17,36,37,42,43,34
109000108,2020-12-15,2,6,17,21,43,48,41
109000109,2020-12-18,2,11,24,26,30,41,1
109000110,2020-12-22,20,22,25,30,31,45,2
109000111,2020-12-25,1,5,6,19,29,30,39
109000112,2020-12-29,10,14,33,34,35,39,40
110000001,2021-01-01,5,37,41,42,46,49,18
110000002,2021-01-05,8,13,17,20,43,48,38
110000003,2021-01-08,4,18,24,26,43,47,33
110000004,2021-01-12,1,10,20,28,37,44,33
110000005,2021-01-15,3,4,8,11,42,44,21
110000006,2021-01-19,15,29,31,33,41,47,37
110000007,2021-01-22,7,30,34,36,45,46,43
110000008,2021-01-26,8,20,23,37,43,46,44
110000009,2021-01-29,14,22,30,31,39,40,49
110000010,2021-02-02,14,34,35,38,43,47,40
110000011,2021-02-05,5,9,19,31,33,35,32
110000012,2021-02-09,1,3,6,12,27,43,2
110000013,2021-02-10,3,18,24,34,41,42,37
110000014,2021-02-11,7,17,18,26,41,47,39
110000015,2021-02-12,5,6,10,12,44,48,36
110000016,2021-02-13,13,30,37,40,43,46,5
110000017,2021-02-14,1,12,16,17,38,45,32
110000018,2021-02-15,4,8,10,18,33,40,2
110000019,2021-02-16,1,9,11,12,37,46,43
110000020,2021-02-17,2,13,24,26,45,49,10
110000021,2021-02-18,1,3,9,41,42,48,27
110000022,2021-02-19,2,28,31,36,40,45,24
110000023,2021-02-20,1,6,10,11,26,47,22
110000024,2021-02-21,9,18,25,27,32,39,40
110000025,2021-02-23,1,6,18,19,20,42,43
110000026,2021-02-26,4,13,22,23,39,42,26
110000027,2021-03-02,5,7,11,24,27,30,12
110000028,2021-03-05,6,8,14,29,38,48,35
110000029,2021-03-09,8,9,13,29,36,46,23
110000030,2021-03-12,8,21,26,30,33,46,45
110000031,2021-03-16,8,19,22,24,30,43,13
110000032,2021-03-19,7,19,28,35,38,48,8
110000033,2021-03-23,2,15,28,43,45,49,35
110000034,2021-03-26,15,21,24,30,37,38,34
110000035,2021-03-30,17,22,23,25,31,33,3
110000036,2021-04-02,17,21,25,30,40,42,26
110000037,2021-04-06,1,22,26,28,34,38,35
110000038,2021-04-09,6,9,18,25,29,35,46
110000039,2021-04-13,11,25,31,32,35,42,41
110000040,2021-04-16,7,10,16,21,33,46,2
110000041,2021-04-20,5,7,9,15,24,26,12
110000042,2021-04-23,18,20,23,32,37,46,39
110000043,2021-04-27,5,8,20,23,34,39,31
110000044,2021-04-30,4,14,22,42,46,47,21
110000045,2021-05-04,5,15,17,19,27,37,42
110000046,2021-05-07,12,22,26,35,36,49,32
110000047,2021-05-11,5,7,9,27,35,42,19
110000048,2021-05-14,2,13,14,30,43,48,17
110000049,2021-05-18,11,15,16,18,35,43,46
110000050,2021-05-21,2,4,25,26,27,29,41
110000051,2021-05-25,15,31,38,44,46,48,21
110000052,2021-05-28,4,12,18,23,43,46,7
110000053,2021-06-01,1,2,9,26,35,41,46
110000054,2021-06-04,7,8,24,28,32,41,10
110000055,2021-06-08,4,6,26,36,38,47,43
110000056,2021-06-11,7,9,16,23,27,44,46
110000057,2021-06-15,9,11,23,34,41,45,49
110000058,2021-06-18,2,18,22,25,41,43,14
110000059,2021-06-22,14,17,27,43,45,48,41
110000060,2021-06-25,1,4,9,37,38,41,40
110000061,2021-06-29,1,23,25,30,38,45,14
110000062,2021-07-02,4,9,11,25,27,29,22
110000063,2021-07-06,13,19,25,32,42,44,2
110000064,2021-07-09,3,13,24,26,27,29,9
110000065,2021-07-13,9,14,17,23,33,48,4
110000066,2021-07-16,13,16,17,19,39,44,42
110000067,2021-07-20,1,8,32,41,44,49,23
110000068,2021-07-23,7,15,23,24,31,38,9
110000069,2021-07-27,3,28,30,42,43,46,15
110000070,2021-07-30,2,15,19,29,43,46,23
110000071,2021-08-03,17,27,30,38,42,44,24
110000072,2021-08-06,3,4,15,29,32,39,38
110000073,2021-08-10,1,3,16,17,24,25,46
110000074,2021-08-13,5,6,19,24,33,41,3
110000075,2021-08-17,2,11,29,33,41,44,40
110000076,2021-08-20,3,6,11,13,18,37,46
110000077,2021-08-24,1,5,17,36,40,41,38
110000078,2021-08-27,8,11,16,32,35,43,41
110000079,2021-08-31,7,14,23,43,47,49,48
110000080,2021-09-03,1,18,21,24,32,41,12
110000081,2021-09-07,4,20,26,27,45,48,37
110000082,2021-09-10,1,5,15,16,28,41,44
110000083,2021-09-14,9,13,18,22,40,41,49
110000084,2021-09-17,7,12,18,35,37,45,44
110000085,2021-09-21,2,13,16,28,31,34,21
110000086,2021-09-24,4,10,21,30,39,42,22
110000087,2021-09-28,23,24,27,36,47,49,40
110000088,2021-10-01,2,9,16,22,41,49,7
110000089,2021-10-05,1,3,11,23,46,47,45
110000090,2021-10-08,18,19,20,34,37,44,10
110000091,2021-10-12,1,6,14,26,28,31,30
110000092,2021-10-15,2,12,21,25,26,37,10
110000093,2021-10-19,20,21,26,35,39,47,16
110000094,2021-10-22,8,13,25,27,38,46,12
110000095,2021-10-26,14,18,21,26,47,49,30
110000096,2021-10-29,2,9,17,28,36,42,46
110000097,2021-11-02,1,12,17,21,37,43,47
110000098,2021-11-05,16,18,26,30,40,44,13
110000099,2021-11-09,9,14,20,26,39,42,5
110000100,2021-11-12,2,3,25,27,37,47,26
110000101,2021-11-16,6,23,34,41,43,44,38
110000102,2021-11-19,13,15,16,17,23,36,29
110000103,2021-11-23,6,7,13,32,33,37,42
110000104,2021-11-26,10,15,16,21,22,30,14
110000105,2021-11-30,9,10,26,31,40,49,8
110000106,2021-12-03,8,13,14,35,36,41,5
110000107,2021-12-07,19,21,30,43,44,48,8
110000108,2021-12-10,3,15,21,24,27,40,13
110000109,2021-12-14,7,14,21,27,30,36,43
110000110,2021-12-17,2,11,30,35,37,40,13
110000111,2021-12-21,4,5,27,31,44,48,33
110000112,2021-12-24,2,7,11,19,27,44,22
110000113,2021-12-28,1,2,8,11,21,45,16
110000114,2021-12-31,5,9,14,28,34,37,35
111000001,2022-01-04,3,4,7,19,22,43,36
111000002,2022-01-07,6,9,15,31,38,39,25
111000003,2022-01-11,10,11,13,17,36,49,41
111000004,2022-01-14,5,13,14,24,26,35,39
111000005,2022-01-18,19,22,33,35,38,48,11
111000006,2022-01-21,15,26,27,34,37,42,47
111000007,2022-01-25,2,9,10,15,27,35,44
111000008,2022-01-28,7,12,36,41,42,44,29
111000009,2022-01-29,1,2,20,23,26,34,19
111000010,2022-01-30,3,8,15,20,22,23,36
111000011,2022-01-31,4,14,32,33,43,44,49
111000012,2022-02-01,8,25,34,44,45,47,24
111000013,2022-02-02,6,11,18,23,33,41,39
111000014,2022-02-03,5,9,18,22,34,36,11
111000015,2022-02-04,1,18,21,29,36,38,16
111000016,2022-02-05,2,4,13,36,41,49,16
111000017,2022-02-06,12,24,29,34,38,42,33
111000018,2022-02-07,3,18,23,32,40,45,38
111000019,2022-02-08,5,23,29,33,38,49,24
111000020,2022-02-09,2,7,11,18,35,45,25
111000021,2022-02-10,1,22,25,27,41,44,3
111000022,2022-02-11,23,24,30,42,44,46,48
111000023,2022-02-15,18,23,26,27,40,42,3
111000024,2022-02-18,16,20,36,39,47,48,35
111000025,2022-02-22,3,21,22,34,37,40,5
111000026,2022-02-25,17,18,21,26,38,49,20
111000027,2022-03-01,7,17,19,24,31,45,38
111000028,2022-03-04,1,3,18,29,30,31,26
111000029,2022-03-08,13,14,16,19,30,44,20
111000030,2022-03-11,3,4,8,15,21,24,29
111000031,2022-03-15,1,31,33,37,46,47,36
111000032,2022-03-18,2,15,21,26,42,44,45
111000033,2022-03-22,7,21,26,36,43,49,16
111000034,2022-03-25,14,17,22,45,47,49,26
111000035,2022-03-29,16,21,24,27,29,43,41
111000036,2022-04-01,3,10,11,20,34,38,4
111000037,2022-04-05,8,15,24,27,31,33,13
111000038,2022-04-08,10,15,19,29,31,44,23
111000039,2022-04-12,14,17,18,22,40,42,37
111000040,2022-04-15,2,9,11,14,15,30,22
111000041,2022-04-19,4,5,18,20,30,41,23
111000042,2022-04-22,3,28,32,36,47,49,16
111000043,2022-04-26,12,31,32,42,43,49,36
111000044,2022-04-29,12,14,18,25,44,48,45
111000045,2022-05-03,14,16,18,19,21,23,3
111000046,2022-05-06,1,5,19,28,45,49,29
111000047,2022-05-10,2,11,20,24,32,48,27
111000048,2022-05-13,10,24,27,36,37,48,29
111000049,2022-05-17,9,22,28,29,34,37,36
111000050,2022-05-20,5,8,12,22,42,49,46
111000051,2022-05-24,4,19,24,35,45,46,2
111000052,2022-05-27,4,11,18,37,39,46,27
111000053,2022-05-31,10,11,17,25,27,28,31
111000054,2022-06-03,4,11,39,42,43,48,44
111000055,2022-06-07,4,17,18,19,31,44,46
111000056,2022-06-10,5,10,13,28,29,38,34
111000057,2022-06-14,3,9,20,28,29,47,35
111000058,2022-06-17,7,11,28,30,46,47,48
111000059,2022-06-21,3,14,20,34,41,44,43
111000060,2022-06-24,3,18,26,29,40,43,13
111000061,2022-06-28,21,24,25,41,42,45,34
111000062,2022-07-01,14,20,29,32,34,43,2
111000063,2022-07-05,3,8,26,38,45,47,35
111000064,2022-07-08,5,9,15,35,40,44,10
111000065,2022-07-12,7,14,17,20,29,45,30
111000066,2022-07-15,14,15,27,41,43,49,39
111000067,2022-07-19,9,16,23,29,40,41,43
111000068,2022-07-22,11,12,24,30,33,38,31
111000069,2022-07-26,10,12,17,27,29,39,47
111000070,2022-07-29,12,18,19,21,33,37,15
111000071,2022-08-02,2,26,28,29,37,48,5
111000072,2022-08-05,5,18,21,30,43,46,26
111000073,2022-08-09,9,11,21,23,30,33,34
111000074,2022-08-12,4,7,15,21,37,43,5
111000075,2022-08-16,1,7,11,16,18,31,24
111000076,2022-08-19,3,4,10,21,28,41,15
111000077,2022-08-23,6,23,24,25,47,49,5
111000078,2022-08-26,4,16,17,30,38,42,5
111000079,2022-08-30,5,8,16,27,35,45,37
111000080,2022-09-02,20,23,25,36,43,45,38
111000081,2022-09-06,26,32,35,36,38,49,39
111000082,2022-09-09,7,15,17,28,36,39,1
111000083,2022-09-13,7,10,15,21,34,48,38
111000084,2022-09-16,2,6,7,27,31,44,28
111000085,2022-09-20,11,13,24,29,35,43,1
111000086,2022-09-23,2,12,30,31,44,48,46
111000087,2022-09-27,10,17,28,34,40,43,29
111000088,2022-09-30,5,12,18,28,34,39,24
111000089,2022-10-04,13,14,23,34,43,49,44
111000090,2022-10-07,5,10,15,16,26,30,12
111000091,2022-10-11,1,3,23,25,42,46,2
111000092,2022-10-14,1,11,13,25,32,36,30
111000093,2022-10-18,1,14,27,38,39,47,49
111000094,2022-10-21,11,20,36,37,42,49,3
111000095,2022-10-25,18,32,36,43,48,49,23
111000096,2022-10-28,17,18,19,23,25,32,26
111000097,2022-11-01,17,24,28,32,34,40,3
111000098,2022-11-04,11,21,23,30,36,47,6
111000099,2022-11-08,15,18,37,39,44,47,43
111000100,2022-11-11,2,10,19,20,36,48,37
111000101,2022-11-15,19,20,26,29,34,39,4
111000102,2022-11-18,10,17,27,37,44,45,22
111000103,2022-11-22,5,13,18,24,27,48,32
111000104,2022-11-25,14,15,20,26,35,41,36
111000105,2022-11-29,6,21,34,37,46,49,18
111000106,2022-12-02,8,22,28,40,41,45,34
111000107,2022-12-06,10,15,27,32,39,42,28
111000108,2022-12-09,10,16,22,40,45,48,31
111000109,2022-12-13,6,9,12,14,33,47,34
111000110,2022-12-16,6,11,12,40,47,49,28
111000111,2022-12-20,3,4,12,16,29,32,39
111000112,2022-12-23,9,13,32,34,35,39,1
111000113,2022-12-27,3,11,16,21,22,39,4
111000114,2022-12-30,5,8,14,17,20,46,7
112000001,2023-01-03,2,4,8,19,24,39,28
112000002,2023-01-06,19,22,29,36,43,46,30
112000003,2023-01-10,15,21,22,30,41,42,24
112000004,2023-01-13,5,21,23,24,40,44,17
112000005,2023-01-17,5,17,23,24,36,42,16
112000006,2023-01-20,16,25,27,31,34,42,6
112000007,2023-01-21,1,5,16,21,23,25,30
112000008,2023-01-22,6,8,10,22,27,29,23
112000009,2023-01-23,7,10,18,23,34,35,9
112000010,2023-01-24,2,4,18,20,30,32,10
112000011,2023-01-25,2,3,8,23,24,27,14
112000012,2023-01-26,10,12,13,21,40,42,49
112000013,2023-01-27,4,13,28,33,38,39,42
112000014,2023-01-28,1,19,23,30,35,48,45
112000015,2023-01-29,2,8,9,15,27,31,42
112000016,2023-01-30,7,18,23,39,41,43,25
112000017,2023-01-31,1,26,33,36,40,42,37
112000018,2023-02-01,5,8,19,23,33,46,48
112000019,2023-02-02,8,13,19,21,31,45,37
112000020,2023-02-03,3,14,25,29,44,45,46
112000021,2023-02-04,2,14,20,21,22,49,38
112000022,2023-02-05,5,19,25,33,38,42,41
112000023,2023-02-07,3,8,11,18,28,47,5
112000024,2023-02-10,7,11,24,28,33,46,3
112000025,2023-02-14,11,22,23,30,31,49,14
112000026,2023-02-17,7,9,14,16,26,33,27
112000027,2023-02-21,1,5,6,11,26,46,41
112000028,2023-02-24,15,38,39,40,45,48,2
112000029,2023-02-28,2,11,25,26,27,35,10
112000030,2023-03-03,13,16,18,22,34,42,14
112000031,2023-03-07,13,17,23,25,32,41,16
112000032,2023-03-10,15,19,29,32,39,40,35
112000033,2023-03-14,3,4,11,12,20,37,5
112000034,2023-03-17,6,7,10,24,29,40,16
112000035,2023-03-21,3,11,20,30,41,45,28
112000036,2023-03-24,2,14,26,34,40,46,13
112000037,2023-03-28,3,10,26,35,37,44,15
112000038,2023-03-31,10,22,26,29,45,47,41
112000039,2023-04-04,10,19,21,33,35,47,9
112000040,2023-04-07,4,11,20,25,32,39,30
112000041,2023-04-11,9,12,30,31,33,37,25
112000042,2023-04-14,10,22,23,35,46,49,2
112000043,2023-04-18,6,8,10,28,41,43,45
112000044,2023-04-21,7,11,23,25,27,43,5
112000045,2023-04-25,5,12,13,27,28,41,37
112000046,2023-04-28,5,31,38,41,43,47,28
112000047,2023-05-02,8,9,14,37,42,46,10
112000048,2023-05-05,10,13,16,19,21,48,30
112000049,2023-05-09,1,21,22,29,31,44,3
112000050,2023-05-12,2,7,9,18,20,48,14
112000051,2023-05-16,1,19,26,34,38,43,48
112000052,2023-05-19,5,8,9,35,38,44,31
112000053,2023-05-23,5,20,23,38,44,46,33
112000054,2023-05-26,5,10,12,15,30,36,26
112000055,2023-05-30,5,6,9,29,43,45,27
112000056,2023-06-02,1,5,13,16,23,34,49
112000057,2023-06-06,8,13,27,30,41,43,18
112000058,2023-06-09,30,32,36,38,46,49,26
112000059,2023-06-13,1,6,8,9,10,21,2
112000060,2023-06-16,2,21,22,30,33,41,42
112000061,2023-06-20,5,15,32,34,37,41,11
112000062,2023-06-23,4,8,23,31,42,49,16
112000063,2023-06-27,13,24,30,37,43,44,4
112000064,2023-06-30,6,22,26,29,32,43,38
112000065,2023-07-04,6,12,15,16,24,41,21
112000066,2023-07-07,3,6,15,21,24,33,14
112000067,2023-07-11,10,21,26,34,48,49,39
112000068,2023-07-14,10,15,17,33,34,45,36
112000069,2023-07-18,4,5,16,19,34,40,10
112000070,2023-07-21,3,15,35,39,41,49,38
112000071,2023-07-25,12,17,28,33,40,45,39
112000072,2023-07-28,1,3,22,25,34,44,32
112000073,2023-08-01,11,26,37,38,40,41,28
112000074,2023-08-04,6,10,21,34,38,41,47
112000075,2023-08-08,11,26,28,30,41,45,22
112000076,2023-08-11,8,27,34,38,39,47,30
